Geneid	SRR1573504	SRR1573505	SRR1573506	SRR1573507	SRR1573508	SRR1573509	SRR1573510	SRR1573511	SRR1573512	SRR1573513	SRR1573514	SRR1573515	SRR1573516	SRR1573517	SRR1573518	SRR1573519	SRR1573520	SRR1573521	SRR1573522	SRR1573523	SRR1573524	SRR1573525	SRR1573526	SRR1573527
gene-LOC100285552	183	127	124	79	125	203	86	31	59	24	69	67	50	48	134	232	21	132	1	15	90	16	71	17
gene-LOC100194308	214	107	97	107	54	224	68	59	46	258	83	151	80	46	245	160	16	64	26	21	72	40	289	99
gene-LOC103628269	253	123	137	193	98	394	58	56	53	224	91	135	71	86	336	388	68	264	2	13	296	87	179	89
gene-LOC103626542	50	4	13	29	15	25	7	26	3	10	6	16	2	6	21	16	0	24	0	0	0	0	0	2
gene-LOC100382849	26	4	11	44	4	69	6	0	6	23	15	41	3	6	62	0	0	0	0	0	0	0	0	0
gene-LOC103626543	4	5	6	4	20	61	8	18	10	2	0	7	2	0	10	1	0	0	0	0	0	0	0	0
gene-TRNAA-AGC-45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-TRNAR-CCU-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC542094	3981	5091	3808	2297	4416	15464	3635	1094	1166	4896	2822	5604	2173	2960	7419	4355	2927	1986	1571	565	4713	921	2804	1765
gene-LOC100383787	437	338	287	172	201	509	183	67	140	614	377	719	633	513	903	857	399	276	159	136	695	71	324	77
gene-LOC103628270	4	0	0	0	0	0	0	0	0	2	4	2	0	4	4	0	0	0	0	0	2	0	2	0
gene-LOC111589315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103628274	27	8	12	24	2	34	5	9	11	20	5	18	4	8	20	5	1	0	0	1	7	0	0	3
gene-LOC100383463	138	46	57	167	39	190	31	91	43	142	57	146	52	64	144	82	8	46	42	4	131	2	47	12
gene-LOC732758	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100383658	8	11	17	12	2	29	2	2	6	19	8	11	6	8	20	0	0	0	0	0	0	0	0	0
gene-LOC732759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103626547	28	19	15	22	22	59	17	17	9	53	38	60	35	35	67	85	51	2	0	6	28	21	7	18
gene-LOC100194333	17101	6883	4543	10575	4891	11303	4076	6642	2921	5437	3243	4818	2601	2588	9256	4858	1412	3389	1381	1000	4630	1306	4859	2462
gene-LOC100383501	886	255	336	641	328	512	299	157	184	222	105	160	60	34	324	156	47	51	53	0	46	28	62	18
gene-LOC103626548	1859	566	777	1278	510	1790	494	663	334	1086	899	1375	635	584	2042	599	116	425	405	109	474	91	601	286
gene-LOC100283402	6076	1578	1673	2392	1121	3550	1188	1614	577	2281	1012	1777	1108	1217	3048	3575	1090	1240	1277	266	2315	664	1295	1071
gene-LOC103626549	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111589378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103626550	4138	1587	1134	3265	1348	3048	1052	868	514	1141	415	907	481	396	1119	2655	721	778	642	349	2333	248	1802	885
gene-LOC100281308	15439	9172	7120	14370	6825	15901	5484	5109	3741	7591	3440	4542	2938	2623	8966	7359	1840	3278	2508	969	5492	1292	4188	2345
gene-LOC110366356	27	34	50	50	36	94	13	88	15	49	48	65	25	45	91	51	2	18	0	2	4	0	2	0
gene-LOC109939929	38	32	50	97	60	82	16	14	24	15	12	26	11	16	47	24	5	16	2	2	22	6	16	3
gene-LOC103626552	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
gene-LOC109939707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100193154	2206	743	700	1720	798	2313	489	738	335	1333	603	1072	491	484	1663	693	213	205	182	133	626	283	489	415
gene-LOC100191642	4900	2485	3088	3567	1640	7035	1620	1614	1147	9583	3348	5891	3854	2957	8621	4117	1993	1264	500	106	1151	428	2360	861
gene-LOC100278883	1060	462	287	500	300	868	229	128	204	1133	559	714	504	428	1437	335	12	491	396	114	112	168	822	166
gene-LOC100274276	733	192	216	558	275	856	202	362	154	582	284	665	241	227	1193	367	105	169	229	53	606	172	298	182
gene-LOC100284902	12505	8052	6976	5872	4805	10271	4876	3360	2619	5288	2782	3760	2284	1788	5931	7637	1664	4777	1662	588	3825	1178	4050	2323
gene-LOC100192880	8	19	40	37	11	43	0	24	24	31	11	4	12	14	10	1	25	14	0	1	0	0	0	0
gene-LOC100272936	30	6	35	0	33	127	51	8	23	20	12	29	6	8	52	0	0	0	0	8	0	0	0	0
gene-LOC100280111	8	6	10	6	8	23	16	2	8	6	2	0	0	0	11	2	0	4	0	0	1	0	0	2
gene-LOC100192689	23	3	12	87	18	34	20	150	64	70	44	49	42	29	214	0	0	2	0	0	9	0	0	0
gene-LOC103626555	29	20	26	21	15	28	10	2	2	31	22	14	16	2	34	0	0	0	0	0	2	0	0	0
gene-LOC103626554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100285503	21584	8098	10594	17358	6950	19353	5661	4585	4970	25935	7893	14042	8452	7127	18649	11928	2735	4697	3049	539	3378	1235	4317	2383
gene-LOC103626556	31	14	16	20	46	111	23	21	20	11	35	42	6	16	39	81	8	44	0	6	3	0	8	12
gene-LOC103626557	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
gene-LOC100279812	525	1000	421	732	485	1485	400	95	363	1224	986	1273	529	429	2111	579	304	577	708	164	1018	226	460	359
gene-LOC103628281	0	0	1	0	4	4	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100217278	1965	702	503	1403	879	2069	524	421	352	4309	2530	2813	2589	4345	4320	1861	455	822	1175	368	1235	531	688	903
gene-LOC118472026	650	201	169	365	47	429	148	321	113	583	312	358	258	173	772	403	196	77	34	47	761	46	0	222
gene-LOCLOC100382176	856	232	695	135	507	3671	626	331	534	489	242	868	259	258	1052	28	0	9	18	0	0	0	0	12
gene-LOC100284783	2767	945	792	2310	1027	2249	741	1014	406	1099	691	913	716	515	1585	1052	262	505	285	88	813	132	833	350
gene-LOC100284256	2056	1034	1214	1588	907	3229	773	628	676	1987	958	1251	754	669	2384	1317	322	713	879	199	784	452	1211	230
gene-LOC100276692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103628284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103626560	2	4	2	8	7	2	0	2	0	2	0	3	4	1	2	0	0	2	0	0	8	0	2	2
gene-LOC100272308	29	0	2	24	11	4	1	51	0	17	7	10	11	8	32	6	0	0	0	0	0	0	0	0
gene-LOC100381630	5485	2215	2103	2285	1296	4289	1409	1787	937	3227	1451	2352	1227	1251	4119	3469	696	1433	570	413	1441	895	1670	1150
gene-LOC100272744	8445	1624	1603	5370	1532	4478	1169	3266	1125	3571	2219	3184	1635	1438	5972	3387	774	1853	1197	575	2264	807	2839	1446
gene-LOC103626561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111589469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103626562	1074	577	603	900	532	1627	287	470	212	1258	677	839	415	349	1472	594	51	226	395	40	570	180	385	215
gene-LOC103626563	271	69	101	340	77	238	65	123	60	114	48	66	31	36	125	91	14	47	124	19	104	6	2	13
gene-TRNAH-GUG-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100272912	9028	3868	6004	4611	3156	10734	2772	3159	1910	5791	2434	4522	2666	2662	6463	7260	2106	3028	2863	692	4598	1429	3461	1695
gene-LOC100192472	9933	5055	5263	7132	5358	12538	5305	3254	2828	7180	2481	4522	2859	2795	8300	7416	2103	4275	1702	909	3937	1851	4313	4513
gene-TRNAS-GCU-6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100170245	1540	1484	1321	1696	1217	2371	907	504	373	1241	359	539	324	267	1250	1255	257	544	384	219	1144	194	1415	876
gene-LOC111589317	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
gene-LOC115032952	57	61	39	42	62	88	32	16	16	27	15	28	22	11	50	6	10	27	0	4	12	2	8	0
gene-MIR168a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100272513	205	67	59	340	120	197	76	126	32	223	112	111	95	91	351	33	111	59	57	18	122	52	346	58
gene-LOC100274648	41	48	34	80	104	221	82	2	18	119	25	29	6	14	25	19	15	6	43	12	79	22	57	11
gene-LOC100283921	36809	13128	13836	19042	9396	22544	8689	9824	5016	15930	4350	7176	5534	4698	13749	11946	2612	5774	3031	1305	8061	1496	7607	3825
gene-LOC100273128	130	73	100	114	83	296	75	220	50	227	106	245	116	87	276	178	4	5	0	11	101	23	15	47
gene-LOC103626567	3536	1375	1340	883	568	3796	894	792	467	5633	4578	9591	3246	2629	13698	952	529	104	254	145	836	624	391	370
gene-LOC103626568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103626569	2	8	2	12	4	2	0	0	2	4	0	0	0	0	2	2	0	1	0	0	0	0	0	0
gene-LOC100193873	26806	8277	10429	18003	8455	18685	6915	9688	5446	8262	4437	7198	4722	3607	10993	10086	1724	5608	3071	1440	7800	2468	5085	3593
gene-LOC100279790	1789	443	468	1325	587	1632	385	516	228	673	378	757	311	343	1328	545	172	469	212	86	553	101	494	152
gene-LOC109939930	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0
gene-TRNAT-UGU-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-TRNAS-GGA-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103626570	0	0	2	23	0	6	0	4	0	2	2	8	0	0	4	0	8	0	0	0	1	0	39	2
gene-LOC100278443	156	98	143	382	121	642	111	71	88	101	43	99	105	79	454	4	0	0	0	0	0	0	0	0
gene-LOC100381864	1161	309	561	1104	330	1018	185	340	200	415	263	412	214	195	686	465	205	148	108	106	230	48	153	169
gene-LOC111589272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103626571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC109939931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100274461	1535	758	700	1133	968	1673	589	592	481	1016	425	614	318	277	1062	570	91	488	582	128	906	215	418	296
gene-LOC103626572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103626573	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103626575	2738	915	710	1653	620	1377	609	1048	358	713	412	512	259	273	992	891	113	539	224	239	771	228	721	378
gene-LOC100285184	3314	1069	1365	2607	1405	3244	840	426	659	1674	955	1696	1018	1063	2446	1969	381	1252	1182	303	853	224	837	624
gene-LOC111274020	3875	4937	4011	8075	6892	19794	7674	2240	2958	5466	2426	4588	4903	3756	11203	4020	2240	1618	1534	528	3797	1611	5991	3955
gene-LOC109939932	15	3	6	22	7	23	6	4	4	4	2	9	10	5	23	1	5	3	0	0	12	7	4	12
gene-LOC103626576	154	72	54	167	54	149	57	47	17	65	50	64	35	47	107	16	3	9	54	2	118	40	75	39
gene-LOC103626578	1872	960	810	1888	872	2908	465	928	359	1438	1149	1964	967	1027	2917	1034	608	657	539	189	990	101	424	158
gene-LOC111589387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111589386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103626582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC109939713	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100194105	720	495	342	769	351	932	226	196	218	682	348	502	263	234	923	372	298	163	211	116	86	135	966	97
gene-LOC103626584	10	22	20	14	4	77	6	4	32	108	35	31	14	20	129	0	0	0	0	0	0	0	0	0
gene-LOC103626585	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103626586	0	0	2	0	1	4	0	3	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
gene-LOC100283444	16401	7790	7394	8505	4589	11176	3975	5871	3386	8402	3571	5610	2630	2465	9171	5685	1538	2738	2082	711	4720	806	4171	2523
gene-LOC103626587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103626588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100273833	5728	1749	2186	4199	1541	3721	1197	1954	1015	2214	1112	1599	803	787	3644	1853	319	820	244	100	451	348	1112	431
gene-LOC100502156	16	43	16	30	26	69	51	5	10	37	24	31	17	12	28	57	13	52	0	2	63	27	2	7
gene-LOC100282706	9191	4836	4743	11522	3612	7534	2865	5034	2122	3291	1290	1808	1179	700	3572	4677	621	1928	1150	651	3954	1147	2263	1823
gene-LOC100191344	2297	1431	1388	1993	1226	3639	1116	701	772	2512	844	1337	1193	719	1811	2489	454	1099	1406	353	2092	364	1995	1074
gene-LOC103626591	390	179	137	261	101	277	108	54	67	173	94	152	80	124	261	374	63	117	182	30	60	32	38	75
gene-LOC111589359	1118	418	434	684	264	966	325	560	178	246	130	171	157	103	371	429	70	209	93	69	342	92	170	140
gene-LOC111589363	248	120	129	150	68	380	102	73	49	116	52	91	56	60	192	70	2	36	0	9	75	14	30	12
gene-LOC111589361	97	47	67	36	25	176	34	17	37	53	24	46	31	18	142	14	0	15	69	3	20	0	2	10
gene-LOC111589362	20	4	17	2	7	65	8	1	12	20	10	38	23	24	72	1	0	4	0	0	4	0	0	4
gene-LOC111589464	9	11	0	0	2	20	2	0	0	1	8	14	16	21	15	3	0	0	0	2	2	0	0	0
gene-LOC111589431	1	0	0	0	0	2	0	1	0	1	0	1	2	5	0	0	0	8	0	0	0	0	0	0
gene-LOC111589442	0	3	2	0	1	0	3	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0
gene-LOC111589438	59	54	39	21	23	53	12	33	10	12	9	10	4	1	23	28	18	21	0	2	7	0	0	6
gene-LOC100279867	1074	489	398	745	382	1268	278	293	262	640	241	319	166	146	599	549	129	186	377	54	309	50	472	101
gene-LOC100284695	773	329	340	740	355	910	243	285	173	390	156	231	113	160	500	314	26	133	233	82	447	97	193	89
gene-LOC100280677	1164	1131	578	996	1006	1632	704	294	400	1645	1409	1297	1104	814	1765	1787	535	1289	676	149	860	145	1193	738
gene-TRNAF-GAA-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103626592	0	1	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103626593	11	7	14	20	10	24	5	5	7	15	3	5	1	0	21	11	1	4	1	2	17	0	2	4
gene-LOC100193941	2525	1052	1714	1953	735	2759	690	1500	665	1993	921	1499	741	497	2496	1744	275	476	384	121	573	456	1125	613
gene-LOC100191155	9737	1155	1208	4946	872	4112	736	3951	715	4217	2774	5093	2664	3065	8369	5247	1786	2027	970	311	2258	1157	2782	1527
gene-LOC103626594	8573	3232	3954	4438	1808	5148	1684	1504	1577	3695	1233	2139	1527	1054	2864	4257	1224	1829	1251	529	2803	774	2025	1252
gene-LOC107648862	393	89	98	623	144	528	76	79	61	503	191	260	118	90	224	323	100	115	263	10	46	14	59	68
gene-LOC100275786	120	100	68	104	99	435	70	46	54	388	129	128	56	76	153	208	184	40	57	20	120	2	62	0
gene-LOC103628295	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC109939933	1	0	0	8	0	4	0	0	1	4	2	2	5	6	6	0	0	0	0	0	0	0	0	0
gene-LOC100194285	456	315	327	1005	312	1184	172	241	131	604	270	353	247	165	709	226	18	170	225	27	227	22	255	26
gene-LOC111589335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100383982	222	109	89	119	64	178	54	98	48	180	69	100	36	48	176	181	8	55	0	24	70	22	115	138
gene-LOC111589336	11	1	2	9	2	4	4	4	1	6	3	0	0	0	5	0	1	1	0	0	6	0	2	2
gene-LOC103628296	9	4	4	3	0	2	6	12	2	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0
gene-LOC100193851	3836	1242	1509	3502	1113	2968	723	1238	568	1958	598	929	613	542	1485	1057	274	578	379	216	1093	295	1566	705
gene-LOC103626595	1882	716	853	1505	1009	3738	692	432	586	2055	1276	1905	1028	1188	2969	1485	462	378	485	114	439	196	1254	517
gene-LOC100193892	4749	2477	2257	3917	1516	3097	1231	1610	863	3232	1105	1945	983	560	2247	1788	769	575	514	189	965	427	632	457
gene-LOC100274126	491	118	241	350	89	407	90	393	136	525	294	359	124	154	550	72	0	2	1	0	9	0	0	0
gene-LOC100272422	17431	6838	6044	12002	4826	13134	4492	6730	3274	7811	3593	6478	3141	3167	9576	8373	1157	3912	2357	980	6586	1296	3895	2273
gene-LOC111589337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100273924	169	211	93	208	246	598	93	68	112	516	168	238	194	80	408	92	13	47	15	24	65	22	14	94
gene-LOC103626596	2303	736	959	1093	411	1614	507	728	360	1121	533	939	468	440	1261	619	216	273	322	63	683	127	450	201
gene-LOC100191839	4511	1498	1746	2721	734	2389	527	782	585	1891	635	1612	1021	835	1941	2841	1449	1396	703	247	1904	209	325	571
gene-LOC100274706	6323	3891	3656	5598	2689	9088	2535	1615	1531	4831	2377	2620	1957	1646	6166	3952	1617	2029	1400	528	3725	810	3058	1655
gene-LOC103626597	0	0	0	0	0	9	0	0	0	1	0	0	0	4	3	0	0	0	0	0	0	0	0	0
gene-LOC118472027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100381497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111589338	4	2	2	2	1	11	0	0	1	13	3	7	12	4	11	2	0	1	0	0	4	12	0	0
gene-LOC103626598	2534	2173	3250	2394	1475	2669	1779	1031	1030	1563	1068	1094	1784	625	1572	4008	848	2032	863	345	2025	688	2881	1293
gene-LOC103626601	836	398	524	553	219	576	128	172	139	487	231	332	246	204	698	381	72	168	1	35	125	57	217	81
gene-LOC100282829	2	0	0	0	6	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103628300	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gene-LOC109939934	1358	688	767	949	651	2351	578	417	328	1163	610	1357	629	908	1592	1979	379	761	708	131	1173	665	641	675
gene-LOC100285751	2	2	15	4	16	28	2	7	6	26	12	11	10	2	24	73	2	13	30	0	91	1	0	22
gene-LOC100275160	5	1	2	0	0	18	0	19	1	6	3	0	0	0	5	0	0	18	0	0	0	0	0	0
gene-LOC100277472	6823	2895	2951	5058	2088	6903	1983	2018	1107	5661	3068	4509	2337	2701	7223	4830	1208	1795	1070	435	2184	636	1524	1410
gene-LOC100273548	259	251	141	124	122	341	94	65	52	242	249	397	177	188	505	103	7	35	15	25	58	11	39	31
gene-LOC100284665	1851	1018	736	1456	667	1449	625	625	477	802	415	669	550	251	1441	1150	260	528	221	84	374	230	757	329
gene-sbp27	736	333	464	1034	612	1500	501	314	340	600	172	262	162	114	528	648	152	192	67	89	422	117	892	300
gene-LOC100382426	3838	1182	1366	3139	1245	5038	1181	2131	715	5109	2588	5195	2863	2187	8356	3576	1155	823	1440	332	2631	893	1833	1461
gene-LOC100285643	178	236	326	476	233	1151	286	161	192	344	143	235	236	227	529	125	66	21	54	67	319	204	25	10
gene-TRNAH-GUG-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100284125	460	204	138	1351	383	1046	186	331	176	363	107	109	71	62	207	185	10	111	246	78	318	169	454	150
gene-LOC103626605	634	296	251	822	343	1420	256	306	268	957	891	1000	469	397	2584	15	0	5	186	148	730	79	243	278
gene-LOC103626607	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100501287	4103	1334	1574	3006	1255	4272	1093	1268	881	2549	3221	5754	3588	3610	8914	3336	1412	1337	1625	617	2985	617	1235	898
gene-LOC100501399	1128	359	443	946	267	1052	160	280	246	589	296	386	274	235	819	284	82	146	94	65	530	93	312	156
gene-LOC100283771	2545	1228	960	2719	879	4295	706	454	496	3902	2713	4989	2736	3007	6734	1980	582	925	773	274	963	279	1384	630
gene-LOC100277544	8542	3479	3632	5211	3299	10894	2463	1715	1971	6076	3515	6019	2937	2810	8848	4361	1674	1745	1430	694	3248	672	2403	1243
gene-LOC103626608	921	339	404	879	344	1244	264	153	234	749	267	561	293	272	1311	423	66	130	91	43	313	46	226	242
gene-LOC100284697	22415	12793	12497	9951	7317	17256	8670	6146	4384	14557	6046	10512	13592	9369	15523	34181	7886	13605	10689	2997	18067	4460	13955	9052
gene-LOC103633912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103644899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100384330	19716	11334	12174	11451	9051	24389	7853	4595	4563	16473	7248	14888	8241	9015	19336	16841	6768	7755	6710	1590	7583	3531	8081	4536
gene-LOC118471950	0	0	2	1	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0
gene-LOC100273715	9598	2184	1758	6569	1703	6674	1375	2686	1064	3246	2477	3643	1917	1604	7116	3614	1180	1773	1598	499	3236	1034	1291	2009
gene-LOC111589339	4696	1269	2322	3935	1193	5326	767	1142	886	4251	1547	2255	1164	1362	4814	1607	658	901	303	265	1055	239	631	419
gene-LOC103626617	126	66	67	95	44	52	38	92	19	94	30	53	77	40	64	2	19	4	0	0	0	0	0	0
gene-LOC100381337	4470	1554	2577	4049	2064	6045	1230	1409	992	2803	1565	1848	940	1023	3939	1219	177	626	610	177	1281	161	589	439
gene-LOC100384582	57	2	19	2	5	30	1	0	8	15	2	2	0	0	11	5	0	0	0	0	1	0	4	0
gene-LOC103626620	2237	1029	1161	1599	1188	2873	852	524	512	1359	942	1248	1084	1158	2496	2016	367	1063	703	222	1466	175	1220	430
gene-LOC109939506	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103626619	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100282804	2087	579	637	1662	671	1967	578	823	402	1590	1186	1895	955	694	2949	962	531	415	241	20	612	362	404	141
gene-LOC100191577	275	73	76	306	94	247	51	61	65	206	94	159	67	48	314	45	0	26	0	4	20	16	7	0
gene-LOC100500712	0	0	0	0	0	0	0	28	2	0	0	0	0	0	0	11	0	0	0	2	0	0	0	0
gene-LOC100304423	1484	879	690	1440	849	2416	541	698	321	1196	896	1531	664	872	2086	601	121	327	235	43	240	107	196	390
gene-LOC103642370	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC542153	22338	13062	13046	19882	16386	42985	8579	6232	3766	26867	11301	18780	14187	13067	27203	12877	4715	8468	13804	3519	19667	2362	8345	4683
gene-LOC103628309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111589273	293	81	93	1963	323	1034	42	116	57	201	25	66	18	26	89	254	114	148	464	537	2032	40	164	109
gene-LOC109939507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC109939722	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103626622	0	0	4	18	2	26	0	0	0	2	0	1	0	0	0	0	0	0	20	2	74	0	0	1
gene-LOC100283371	0	0	6	2	0	0	0	0	1	2	0	3	3	0	4	2	0	0	0	0	0	0	2	0
gene-LOC103626625	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100273800	1564	330	427	2686	297	2881	243	703	403	2660	1133	1386	365	481	2018	508	62	253	277	99	365	219	127	181
gene-LOC103626626	7766	3361	3552	5166	2447	7429	1757	2364	1478	3570	1655	2575	1737	1362	4297	4508	872	1706	1209	554	2114	1109	1025	1100
gene-LOC103626627	187	158	40	2	55	152	63	0	21	51	33	52	27	53	244	120	509	26	0	6	2	93	182	10
gene-LOC100384439	81	37	55	64	34	590	69	0	128	12	12	23	50	17	67	13	10	5	0	0	55	4	43	0
gene-LOC100193423	6131	2418	2911	4767	2718	9984	1481	2325	1175	10249	4623	7969	4313	4068	11062	6031	1105	2247	3129	741	5162	607	1861	1187
gene-LOC103628310	25	3	1	6	7	62	3	2	22	1887	741	1028	598	685	2128	0	0	1	0	0	4	0	0	0
gene-LOC103626631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100277484	349	227	330	221	151	503	171	179	183	323	152	259	153	94	365	349	80	115	64	24	254	6	127	44
gene-LOC109939935	470	167	207	598	205	444	137	101	153	307	123	130	64	69	260	101	72	103	72	22	179	8	179	139
gene-LOC103626634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC542284	52441	29319	17584	31704	13942	35013	14375	20427	8513	25915	16285	22125	12406	10879	36757	32045	8292	13864	9340	3945	24495	5013	15515	11256
gene-LOC100272307	70488	23350	20532	28268	12987	33251	13258	18922	9320	32978	14528	24058	17732	14350	33478	36070	10571	13202	15391	3674	17553	6548	20075	10954
gene-LOC100284527	1341	264	596	1350	467	1269	226	424	403	915	208	259	138	118	570	390	53	288	427	50	342	39	407	122
gene-LOC109939724	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100277365	2377	797	1200	2201	1060	3857	732	590	656	2902	1076	1672	959	974	2542	1517	572	665	740	248	1392	239	686	550
gene-LOC100193840	33	2	105	12	4	506	14	2	175	0	0	20	10	0	45	0	0	0	0	0	0	0	0	0
gene-LOC100278233	7658	3218	2895	7865	3462	6718	2240	2290	1427	3657	1865	2978	1745	1364	4669	3846	575	1610	1167	321	2329	515	1135	1016
gene-LOC100285167	657	160	154	659	143	530	85	376	92	400	141	144	75	62	314	166	32	70	54	58	368	31	162	99
